query_id	doc_id	doc_score
5       	719   	0.964    
5       	748   	0.964    
5       	783   	0.964    
5       	812   	0.964    
5       	877   	0.964    
5       	49    	0.947    
5       	1268  	0.947    
5       	1076  	0.903    
5       	63    	0.903    
5       	123   	0.903    
5       	1159  	0.903    
5       	1183  	0.903    
5       	1218  	0.903    
5       	1229  	0.903    
5       	211   	0.903    
5       	1285  	0.903    
5       	263   	0.903    
5       	1318  	0.903    
5       	310   	0.903    
5       	317   	0.903    
5       	319   	0.903    
5       	1349  	0.903    
5       	1351  	0.903    
5       	333   	0.903    
5       	353   	0.903    
5       	354   	0.903    
5       	1395  	0.903    
5       	497   	0.903    
5       	553   	0.903    
5       	557   	0.903    
5       	571   	0.903    
5       	602   	0.903    
5       	603   	0.903    
5       	626   	0.903    
5       	629   	0.903    
5       	663   	0.903    
5       	666   	0.903    
5       	670   	0.903    
5       	686   	0.903    
5       	1007  	0.903    
5       	86    	0.887    
5       	1110  	0.887    
5       	1207  	0.887    
5       	236   	0.887    
5       	1329  	0.887    
5       	467   	0.887    
5       	580   	0.887    
5       	630   	0.887    
5       	760   	0.887    
5       	762   	0.887    
5       	906   	0.887    
5       	967   	0.887    
5       	1019  	0.887    
5       	1023  	0.887    
5       	5     	0.845    
5       	1064  	0.845    
5       	95    	0.845    
5       	120   	0.845    
5       	129   	0.845    
5       	1156  	0.845    
5       	1162  	0.845    
5       	1163  	0.845    
5       	141   	0.845    
5       	1195  	0.845    
5       	203   	0.845    
5       	1259  	0.845    
5       	237   	0.845    
5       	244   	0.845    
5       	1289  	0.845    
5       	277   	0.845    
5       	289   	0.845    
5       	1314  	0.845    
5       	1328  	0.845    
5       	1331  	0.845    
5       	1340  	0.845    
5       	1343  	0.845    
5       	337   	0.845    
5       	356   	0.845    
5       	434   	0.845    
5       	442   	0.845    
5       	464   	0.845    
5       	530   	0.845    
5       	546   	0.845    
5       	592   	0.845    
5       	598   	0.845    
5       	608   	0.845    
5       	632   	0.845    
5       	635   	0.845    
5       	709   	0.845    
5       	716   	0.845    
5       	780   	0.845    
5       	794   	0.845    
5       	861   	0.845    
5       	902   	0.845    
5       	917   	0.845    
5       	947   	0.845    
5       	972   	0.845    
5       	1108  	0.803    
5       	588   	0.803    
5       	732   	0.803    
5       	1027  	0.778    
5       	1037  	0.778    
5       	1039  	0.778    
5       	16    	0.778    
5       	1040  	0.778    
5       	1046  	0.778    
5       	1048  	0.778    
5       	1049  	0.778    
5       	1059  	0.778    
5       	1075  	0.778    
5       	1084  	0.778    
5       	65    	0.778    
5       	1109  	0.778    
5       	91    	0.778    
5       	1116  	0.778    
5       	1120  	0.778    
5       	109   	0.778    
5       	1133  	0.778    
5       	132   	0.778    
5       	146   	0.778    
5       	1176  	0.778    
5       	162   	0.778    
5       	179   	0.778    
5       	188   	0.778    
5       	1216  	0.778    
5       	193   	0.778    
5       	212   	0.778    
5       	214   	0.778    
5       	217   	0.778    
5       	219   	0.778    
5       	226   	0.778    
5       	227   	0.778    
5       	230   	0.778    
5       	233   	0.778    
5       	1257  	0.778    
5       	235   	0.778    
5       	1261  	0.778    
5       	240   	0.778    
5       	245   	0.778    
5       	248   	0.778    
5       	249   	0.778    
5       	270   	0.778    
5       	271   	0.778    
5       	1300  	0.778    
5       	278   	0.778    
5       	1302  	0.778    
5       	1303  	0.778    
5       	1312  	0.778    
5       	292   	0.778    
5       	1366  	0.778    
5       	1372  	0.778    
5       	1386  	0.778    
5       	1387  	0.778    
5       	1393  	0.778    
5       	381   	0.778    
5       	384   	0.778    
5       	433   	0.778    
5       	435   	0.778    
5       	454   	0.778    
5       	463   	0.778    
5       	468   	0.778    
5       	473   	0.778    
5       	479   	0.778    
5       	491   	0.778    
5       	502   	0.778    
5       	503   	0.778    
5       	521   	0.778    
5       	538   	0.778    
5       	614   	0.778    
5       	633   	0.778    
5       	637   	0.778    
5       	645   	0.778    
5       	680   	0.778    
5       	687   	0.778    
5       	703   	0.778    
5       	758   	0.778    
5       	811   	0.778    
5       	839   	0.778    
5       	851   	0.778    
5       	944   	0.778    
5       	951   	0.778    
5       	1012  	0.778    
5       	1022  	0.778    
5       	266   	0.762    
5       	350   	0.762    
5       	1375  	0.762    
5       	404   	0.762    
5       	733   	0.762    
5       	831   	0.762    
5       	980   	0.762    
5       	1042  	0.732    
5       	1056  	0.732    
5       	97    	0.732    
5       	99    	0.732    
5       	1137  	0.732    
5       	1148  	0.732    
5       	1190  	0.732    
5       	1361  	0.732    
5       	422   	0.732    
5       	425   	0.732    
5       	527   	0.732    
5       	640   	0.732    
5       	644   	0.732    
5       	648   	0.732    
5       	734   	0.732    
5       	826   	0.732    
5       	833   	0.732    
5       	921   	0.732    
5       	934   	0.732    
5       	1031  	0.686    
5       	72    	0.686    
5       	81    	0.686    
5       	87    	0.686    
5       	110   	0.686    
5       	1138  	0.686    
5       	1173  	0.686    
5       	155   	0.686    
5       	1185  	0.686    
5       	181   	0.686    
5       	201   	0.686    
5       	1235  	0.686    
5       	1239  	0.686    
5       	1273  	0.686    
5       	262   	0.686    
5       	264   	0.686    
5       	320   	0.686    
5       	336   	0.686    
5       	1370  	0.686    
5       	366   	0.686    
5       	1398  	0.686    
5       	389   	0.686    
5       	504   	0.686    
5       	551   	0.686    
5       	578   	0.686    
5       	607   	0.686    
5       	672   	0.686    
5       	769   	0.686    
5       	810   	0.686    
5       	835   	0.686    
5       	855   	0.686    
5       	912   	0.686    
5       	4     	0.602    
5       	6     	0.602    
5       	1030  	0.602    
5       	12    	0.602    
5       	1036  	0.602    
5       	1043  	0.602    
5       	1052  	0.602    
5       	1053  	0.602    
5       	34    	0.602    
5       	46    	0.602    
5       	1080  	0.602    
5       	1083  	0.602    
5       	1087  	0.602    
5       	75    	0.602    
5       	82    	0.602    
5       	98    	0.602    
5       	1122  	0.602    
5       	1129  	0.602    
5       	107   	0.602    
5       	115   	0.602    
5       	1150  	0.602    
5       	144   	0.602    
5       	145   	0.602    
5       	157   	0.602    
5       	1181  	0.602    
5       	186   	0.602    
5       	1210  	0.602    
5       	220   	0.602    
5       	1263  	0.602    
5       	1293  	0.602    
5       	1301  	0.602    
5       	281   	0.602    
5       	285   	0.602    
5       	293   	0.602    
5       	300   	0.602    
5       	1330  	0.602    
5       	1362  	0.602    
5       	351   	0.602    
5       	1377  	0.602    
5       	362   	0.602    
5       	363   	0.602    
5       	365   	0.602    
5       	374   	0.602    
5       	375   	0.602    
5       	385   	0.602    
5       	388   	0.602    
5       	398   	0.602    
5       	409   	0.602    
5       	414   	0.602    
5       	417   	0.602    
5       	424   	0.602    
5       	429   	0.602    
5       	449   	0.602    
5       	455   	0.602    
5       	476   	0.602    
5       	480   	0.602    
5       	518   	0.602    
5       	532   	0.602    
5       	533   	0.602    
5       	583   	0.602    
5       	584   	0.602    
5       	590   	0.602    
5       	601   	0.602    
5       	649   	0.602    
5       	695   	0.602    
5       	706   	0.602    
5       	726   	0.602    
5       	736   	0.602    
5       	740   	0.602    
5       	745   	0.602    
5       	756   	0.602    
5       	778   	0.602    
5       	785   	0.602    
5       	786   	0.602    
5       	787   	0.602    
5       	818   	0.602    
5       	840   	0.602    
5       	843   	0.602    
5       	854   	0.602    
5       	863   	0.602    
5       	864   	0.602    
5       	870   	0.602    
5       	880   	0.602    
5       	887   	0.602    
5       	901   	0.602    
5       	909   	0.602    
5       	929   	0.602    
5       	936   	0.602    
5       	937   	0.602    
5       	938   	0.602    
5       	940   	0.602    
5       	957   	0.602    
5       	963   	0.602    
5       	1013  	0.602    
5       	1014  	0.602    
6       	798   	3.183    
6       	491   	3.118    
6       	257   	2.597    
6       	1075  	2.492    
6       	1364  	2.48     
6       	640   	2.462    
6       	345   	2.443    
6       	406   	2.392    
6       	72    	2.378    
6       	646   	2.341    
6       	767   	2.306    
6       	740   	2.286    
6       	1363  	2.214    
6       	386   	2.151    
6       	315   	2.136    
6       	99    	2.119    
6       	1392  	2.116    
6       	883   	2.077    
6       	385   	2.058    
6       	522   	1.952    
6       	865   	1.947    
6       	1282  	1.943    
6       	163   	1.914    
6       	677   	1.914    
6       	1020  	1.914    
6       	1174  	1.914    
6       	1308  	1.914    
6       	230   	1.912    
6       	294   	1.908    
6       	1273  	1.907    
6       	142   	1.896    
6       	1196  	1.882    
6       	397   	1.834    
6       	131   	1.799    
6       	409   	1.779    
6       	330   	1.758    
6       	151   	1.755    
6       	1374  	1.753    
6       	610   	1.718    
6       	1372  	1.714    
6       	130   	1.708    
6       	419   	1.708    
6       	737   	1.708    
6       	741   	1.708    
6       	742   	1.708    
6       	837   	1.708    
6       	849   	1.708    
6       	870   	1.708    
6       	926   	1.708    
6       	959   	1.707    
6       	820   	1.692    
6       	128   	1.682    
6       	1190  	1.676    
6       	802   	1.666    
6       	80    	1.62     
6       	861   	1.62     
6       	558   	1.61     
6       	915   	1.609    
6       	187   	1.571    
6       	1263  	1.565    
6       	344   	1.551    
6       	300   	1.528    
6       	966   	1.528    
6       	346   	1.512    
6       	154   	1.507    
6       	553   	1.507    
6       	426   	1.494    
6       	256   	1.492    
6       	271   	1.492    
6       	1225  	1.49     
6       	564   	1.486    
6       	996   	1.479    
6       	207   	1.477    
6       	413   	1.477    
6       	121   	1.448    
6       	140   	1.439    
6       	894   	1.436    
6       	16    	1.408    
6       	170   	1.408    
6       	1212  	1.408    
6       	1268  	1.406    
6       	243   	1.399    
6       	538   	1.399    
6       	546   	1.39     
6       	976   	1.363    
6       	1039  	1.361    
6       	115   	1.355    
6       	563   	1.353    
6       	1264  	1.348    
6       	261   	1.341    
6       	18    	1.339    
6       	779   	1.339    
6       	265   	1.333    
6       	997   	1.331    
6       	974   	1.329    
6       	1237  	1.329    
6       	1261  	1.329    
6       	891   	1.324    
6       	137   	1.309    
6       	339   	1.309    
6       	961   	1.309    
6       	973   	1.309    
6       	377   	1.301    
6       	827   	1.295    
6       	1062  	1.295    
6       	536   	1.283    
6       	950   	1.282    
6       	1337  	1.282    
6       	160   	1.28     
6       	792   	1.278    
6       	418   	1.274    
6       	218   	1.273    
6       	189   	1.256    
6       	1104  	1.256    
6       	202   	1.252    
6       	1199  	1.252    
6       	78    	1.247    
6       	946   	1.247    
6       	954   	1.247    
6       	1122  	1.247    
6       	1160  	1.247    
6       	902   	1.243    
6       	1301  	1.243    
6       	497   	1.225    
6       	1046  	1.225    
6       	1051  	1.225    
6       	17    	1.217    
6       	1216  	1.217    
6       	1324  	1.217    
6       	317   	1.216    
6       	572   	1.215    
6       	40    	1.207    
6       	195   	1.19     
6       	760   	1.19     
6       	928   	1.19     
6       	184   	1.183    
6       	658   	1.183    
6       	29    	1.18     
6       	829   	1.18     
6       	1317  	1.18     
6       	1384  	1.18     
6       	1397  	1.18     
6       	173   	1.169    
6       	1213  	1.169    
6       	1277  	1.169    
6       	76    	1.161    
6       	113   	1.161    
6       	343   	1.161    
6       	555   	1.161    
6       	30    	1.157    
6       	518   	1.157    
6       	552   	1.157    
6       	823   	1.157    
6       	845   	1.157    
6       	863   	1.157    
6       	912   	1.157    
6       	1161  	1.157    
6       	1314  	1.157    
6       	1352  	1.157    
6       	1241  	1.155    
6       	123   	1.147    
6       	1244  	1.144    
6       	197   	1.127    
6       	544   	1.127    
6       	1074  	1.127    
6       	927   	1.126    
6       	74    	1.123    
6       	348   	1.112    
6       	960   	1.112    
6       	1321  	1.112    
6       	442   	1.111    
6       	148   	1.096    
6       	240   	1.096    
6       	11    	1.094    
6       	47    	1.094    
6       	101   	1.094    
6       	251   	1.094    
6       	678   	1.094    
6       	720   	1.094    
6       	725   	1.094    
6       	729   	1.094    
6       	739   	1.094    
6       	743   	1.094    
6       	753   	1.094    
6       	830   	1.094    
6       	844   	1.094    
6       	911   	1.094    
6       	955   	1.094    
6       	1125  	1.094    
6       	1127  	1.094    
6       	1145  	1.094    
6       	1146  	1.094    
6       	1290  	1.094    
6       	1369  	1.094    
6       	1396  	1.094    
6       	287   	1.09     
6       	289   	1.09     
6       	453   	1.09     
6       	209   	1.088    
6       	255   	1.088    
6       	291   	1.088    
6       	554   	1.088    
6       	972   	1.088    
6       	1331  	1.088    
6       	1281  	1.081    
6       	688   	1.07     
6       	1     	1.069    
6       	171   	1.069    
6       	334   	1.069    
6       	1220  	1.065    
6       	96    	1.063    
6       	165   	1.063    
6       	186   	1.044    
6       	443   	1.044    
6       	9     	1.034    
6       	1209  	1.027    
6       	225   	1.024    
6       	663   	1.024    
6       	125   	1.006    
6       	258   	1.006    
6       	295   	0.989    
6       	307   	0.989    
6       	496   	0.989    
6       	606   	0.989    
6       	635   	0.989    
6       	825   	0.989    
6       	964   	0.989    
6       	662   	0.983    
6       	329   	0.979    
6       	455   	0.979    
6       	358   	0.969    
6       	940   	0.969    
6       	1061  	0.969    
6       	135   	0.957    
6       	65    	0.954    
6       	222   	0.954    
6       	239   	0.954    
6       	254   	0.954    
6       	336   	0.954    
6       	337   	0.954    
6       	671   	0.954    
6       	721   	0.954    
6       	882   	0.954    
6       	908   	0.954    
6       	1302  	0.952    
6       	84    	0.942    
6       	283   	0.939    
6       	433   	0.939    
6       	503   	0.939    
6       	1151  	0.939    
6       	1231  	0.939    
6       	89    	0.918    
6       	398   	0.915    
6       	651   	0.91     
6       	212   	0.909    
6       	273   	0.909    
6       	370   	0.909    
6       	464   	0.909    
6       	1082  	0.89     
6       	7     	0.884    
6       	873   	0.884    
6       	1107  	0.864    
6       	277   	0.863    
6       	1017  	0.85     
6       	1021  	0.85     
6       	872   	0.848    
6       	1106  	0.848    
6       	427   	0.845    
6       	1222  	0.845    
6       	526   	0.836    
6       	1275  	0.836    
6       	120   	0.802    
6       	174   	0.802    
6       	177   	0.802    
6       	378   	0.802    
6       	608   	0.802    
6       	1278  	0.802    
6       	1284  	0.802    
6       	1368  	0.802    
6       	1257  	0.797    
6       	1320  	0.797    
6       	199   	0.774    
6       	1229  	0.774    
6       	836   	0.762    
6       	1066  	0.762    
6       	376   	0.745    
6       	381   	0.745    
6       	623   	0.745    
6       	1287  	0.745    
6       	1289  	0.745    
6       	685   	0.732    
6       	766   	0.732    
6       	1019  	0.732    
6       	1214  	0.732    
6       	335   	0.714    
6       	1323  	0.714    
6       	234   	0.701    
6       	10    	0.699    
6       	82    	0.699    
6       	108   	0.699    
6       	129   	0.699    
6       	178   	0.699    
6       	233   	0.699    
6       	355   	0.699    
6       	400   	0.699    
6       	432   	0.699    
6       	434   	0.699    
6       	448   	0.699    
6       	474   	0.699    
6       	605   	0.699    
6       	609   	0.699    
6       	642   	0.699    
6       	730   	0.699    
6       	747   	0.699    
6       	761   	0.699    
6       	805   	0.699    
6       	808   	0.699    
6       	809   	0.699    
6       	838   	0.699    
6       	839   	0.699    
6       	843   	0.699    
6       	889   	0.699    
6       	898   	0.699    
6       	952   	0.699    
6       	956   	0.699    
6       	1025  	0.699    
6       	1050  	0.699    
6       	1052  	0.699    
6       	1088  	0.699    
6       	1099  	0.699    
6       	1116  	0.699    
6       	1121  	0.699    
6       	1130  	0.699    
6       	1243  	0.699    
6       	1311  	0.699    
6       	1359  	0.699    
6       	1362  	0.699    
6       	1381  	0.699    
6       	1400  	0.699    
6       	242   	0.695    
6       	535   	0.695    
6       	710   	0.695    
6       	992   	0.695    
6       	1154  	0.695    
6       	1325  	0.695    
6       	411   	0.686    
6       	441   	0.686    
6       	520   	0.686    
6       	858   	0.686    
6       	866   	0.686    
6       	932   	0.686    
6       	935   	0.686    
6       	1049  	0.686    
6       	1097  	0.686    
6       	1118  	0.686    
6       	1338  	0.686    
6       	465   	0.67     
6       	45    	0.668    
6       	484   	0.667    
6       	856   	0.667    
6       	1184  	0.658    
6       	85    	0.647    
6       	1313  	0.612    
6       	689   	0.611    
6       	704   	0.611    
6       	781   	0.611    
6       	857   	0.611    
6       	1156  	0.611    
6       	1269  	0.611    
6       	986   	0.604    
6       	12    	0.602    
6       	41    	0.602    
6       	42    	0.602    
6       	43    	0.602    
6       	156   	0.602    
6       	168   	0.602    
6       	220   	0.602    
6       	245   	0.602    
6       	262   	0.602    
6       	282   	0.602    
6       	286   	0.602    
6       	338   	0.602    
6       	354   	0.602    
6       	369   	0.602    
6       	462   	0.602    
6       	505   	0.602    
6       	517   	0.602    
6       	519   	0.602    
6       	595   	0.602    
6       	636   	0.602    
6       	644   	0.602    
6       	645   	0.602    
6       	649   	0.602    
6       	670   	0.602    
6       	679   	0.602    
6       	694   	0.602    
6       	712   	0.602    
6       	713   	0.602    
6       	717   	0.602    
6       	728   	0.602    
6       	764   	0.602    
6       	790   	0.602    
6       	806   	0.602    
6       	816   	0.602    
6       	846   	0.602    
6       	847   	0.602    
6       	867   	0.602    
6       	878   	0.602    
6       	881   	0.602    
6       	887   	0.602    
6       	923   	0.602    
6       	924   	0.602    
6       	951   	0.602    
6       	999   	0.602    
6       	1008  	0.602    
6       	1016  	0.602    
6       	1028  	0.602    
6       	1045  	0.602    
6       	1069  	0.602    
6       	1070  	0.602    
6       	1092  	0.602    
6       	1098  	0.602    
6       	1155  	0.602    
6       	1167  	0.602    
6       	1171  	0.602    
6       	1172  	0.602    
6       	1177  	0.602    
6       	1185  	0.602    
6       	1192  	0.602    
6       	1218  	0.602    
6       	1298  	0.602    
6       	1378  	0.602    
6       	55    	0.588    
6       	60    	0.588    
6       	126   	0.588    
6       	147   	0.588    
6       	241   	0.588    
6       	288   	0.588    
6       	327   	0.588    
6       	391   	0.588    
6       	593   	0.588    
6       	714   	0.588    
6       	947   	0.588    
6       	1246  	0.588    
6       	1306  	0.588    
6       	772   	0.577    
6       	801   	0.577    
6       	372   	0.558    
6       	1204  	0.558    
6       	38    	0.546    
6       	57    	0.546    
6       	110   	0.546    
6       	221   	0.546    
6       	228   	0.546    
6       	365   	0.546    
6       	366   	0.546    
6       	469   	0.546    
6       	560   	0.546    
6       	571   	0.546    
6       	919   	0.546    
6       	1119  	0.546    
6       	1200  	0.546    
6       	1367  	0.546    
6       	666   	0.545    
6       	206   	0.527    
6       	494   	0.527    
6       	196   	0.523    
6       	428   	0.523    
6       	521   	0.523    
6       	556   	0.523    
6       	557   	0.523    
6       	799   	0.523    
6       	814   	0.523    
6       	901   	0.523    
6       	1377  	0.523    
6       	1393  	0.523    
6       	179   	0.521    
6       	984   	0.521    
6       	624   	0.509    
6       	52    	0.506    
6       	69    	0.506    
6       	176   	0.506    
6       	203   	0.506    
6       	347   	0.506    
6       	421   	0.506    
6       	501   	0.506    
6       	632   	0.506    
6       	634   	0.506    
6       	869   	0.506    
6       	907   	0.506    
6       	1076  	0.506    
6       	1158  	0.506    
6       	1227  	0.506    
6       	1341  	0.506    
6       	352   	0.498    
6       	466   	0.498    
6       	657   	0.489    
6       	1239  	0.489    
6       	363   	0.482    
6       	574   	0.482    
6       	1182  	0.477    
6       	19    	0.47     
6       	35    	0.47     
6       	53    	0.47     
6       	58    	0.47     
6       	70    	0.47     
6       	112   	0.47     
6       	435   	0.47     
6       	504   	0.47     
6       	511   	0.47     
6       	549   	0.47     
6       	567   	0.47     
6       	1078  	0.47     
6       	1112  	0.47     
6       	1159  	0.47     
6       	1186  	0.47     
6       	1230  	0.47     
6       	1234  	0.47     
6       	1262  	0.47     
6       	1339  	0.47     
6       	97    	0.457    
6       	103   	0.45     
6       	227   	0.45     
6       	360   	0.45     
6       	423   	0.45     
6       	600   	0.45     
6       	965   	0.45     
6       	1006  	0.45     
6       	1110  	0.45     
6       	1153  	0.45     
6       	1205  	0.45     
6       	37    	0.438    
6       	183   	0.438    
6       	304   	0.438    
6       	420   	0.438    
6       	467   	0.438    
6       	588   	0.438    
6       	1040  	0.438    
6       	1080  	0.438    
6       	1083  	0.438    
6       	1187  	0.438    
6       	1228  	0.438    
6       	1319  	0.438    
6       	1390  	0.438    
6       	167   	0.429    
6       	191   	0.429    
6       	540   	0.429    
6       	569   	0.429    
6       	675   	0.429    
6       	1310  	0.429    
6       	25    	0.421    
6       	498   	0.421    
6       	1081  	0.421    
6       	1198  	0.421    
6       	188   	0.411    
6       	216   	0.411    
6       	439   	0.411    
6       	576   	0.411    
6       	1195  	0.396    
6       	2     	0.0      
6       	3     	0.0      
6       	4     	0.0      
6       	6     	0.0      
6       	21    	0.0      
6       	22    	0.0      
6       	23    	0.0      
6       	24    	0.0      
6       	26    	0.0      
6       	27    	0.0      
6       	28    	0.0      
6       	33    	0.0      
6       	34    	0.0      
6       	36    	0.0      
6       	39    	0.0      
6       	44    	0.0      
6       	48    	0.0      
6       	49    	0.0      
6       	50    	0.0      
6       	51    	0.0      
6       	54    	0.0      
6       	56    	0.0      
6       	59    	0.0      
6       	61    	0.0      
6       	62    	0.0      
6       	63    	0.0      
6       	64    	0.0      
6       	73    	0.0      
6       	81    	0.0      
6       	86    	0.0      
6       	87    	0.0      
6       	88    	0.0      
6       	91    	0.0      
6       	93    	0.0      
6       	94    	0.0      
6       	98    	0.0      
6       	102   	0.0      
6       	105   	0.0      
6       	106   	0.0      
6       	109   	0.0      
6       	116   	0.0      
6       	117   	0.0      
6       	118   	0.0      
6       	119   	0.0      
6       	122   	0.0      
6       	124   	0.0      
6       	132   	0.0      
6       	133   	0.0      
6       	134   	0.0      
6       	138   	0.0      
6       	144   	0.0      
6       	145   	0.0      
6       	146   	0.0      
6       	149   	0.0      
6       	150   	0.0      
6       	152   	0.0      
6       	155   	0.0      
6       	157   	0.0      
6       	159   	0.0      
6       	161   	0.0      
6       	166   	0.0      
6       	169   	0.0      
6       	175   	0.0      
6       	180   	0.0      
6       	182   	0.0      
6       	190   	0.0      
6       	192   	0.0      
6       	193   	0.0      
6       	198   	0.0      
6       	201   	0.0      
6       	204   	0.0      
6       	205   	0.0      
6       	208   	0.0      
6       	211   	0.0      
6       	213   	0.0      
6       	214   	0.0      
6       	217   	0.0      
6       	224   	0.0      
6       	229   	0.0      
6       	231   	0.0      
6       	232   	0.0      
6       	236   	0.0      
6       	237   	0.0      
6       	244   	0.0      
6       	247   	0.0      
6       	248   	0.0      
6       	252   	0.0      
6       	259   	0.0      
6       	266   	0.0      
6       	267   	0.0      
6       	268   	0.0      
6       	269   	0.0      
6       	270   	0.0      
6       	274   	0.0      
6       	278   	0.0      
6       	280   	0.0      
6       	292   	0.0      
6       	296   	0.0      
6       	297   	0.0      
6       	298   	0.0      
6       	299   	0.0      
6       	303   	0.0      
6       	305   	0.0      
6       	306   	0.0      
6       	308   	0.0      
6       	309   	0.0      
6       	310   	0.0      
6       	311   	0.0      
6       	312   	0.0      
6       	313   	0.0      
6       	314   	0.0      
6       	316   	0.0      
6       	318   	0.0      
6       	319   	0.0      
6       	322   	0.0      
6       	323   	0.0      
6       	324   	0.0      
6       	325   	0.0      
6       	326   	0.0      
6       	328   	0.0      
6       	332   	0.0      
6       	333   	0.0      
6       	340   	0.0      
6       	341   	0.0      
6       	342   	0.0      
6       	349   	0.0      
6       	351   	0.0      
6       	356   	0.0      
6       	361   	0.0      
6       	364   	0.0      
6       	371   	0.0      
6       	373   	0.0      
6       	375   	0.0      
6       	379   	0.0      
6       	380   	0.0      
6       	382   	0.0      
6       	383   	0.0      
6       	387   	0.0      
6       	388   	0.0      
6       	389   	0.0      
6       	393   	0.0      
6       	394   	0.0      
6       	395   	0.0      
6       	401   	0.0      
6       	402   	0.0      
6       	404   	0.0      
6       	407   	0.0      
6       	410   	0.0      
6       	415   	0.0      
6       	417   	0.0      
6       	430   	0.0      
6       	440   	0.0      
6       	444   	0.0      
6       	445   	0.0      
6       	450   	0.0      
6       	452   	0.0      
6       	456   	0.0      
6       	457   	0.0      
6       	458   	0.0      
6       	459   	0.0      
6       	460   	0.0      
6       	461   	0.0      
6       	468   	0.0      
6       	470   	0.0      
6       	472   	0.0      
6       	475   	0.0      
6       	477   	0.0      
6       	481   	0.0      
6       	483   	0.0      
6       	485   	0.0      
6       	486   	0.0      
6       	487   	0.0      
6       	488   	0.0      
6       	489   	0.0      
6       	490   	0.0      
6       	495   	0.0      
6       	500   	0.0      
6       	507   	0.0      
6       	508   	0.0      
6       	514   	0.0      
6       	523   	0.0      
6       	525   	0.0      
6       	527   	0.0      
6       	528   	0.0      
6       	529   	0.0      
6       	530   	0.0      
6       	531   	0.0      
6       	533   	0.0      
6       	534   	0.0      
6       	537   	0.0      
6       	539   	0.0      
6       	541   	0.0      
6       	545   	0.0      
6       	547   	0.0      
6       	550   	0.0      
6       	561   	0.0      
6       	562   	0.0      
6       	565   	0.0      
6       	570   	0.0      
6       	575   	0.0      
6       	577   	0.0      
6       	578   	0.0      
6       	579   	0.0      
6       	583   	0.0      
6       	587   	0.0      
6       	589   	0.0      
6       	590   	0.0      
6       	591   	0.0      
6       	592   	0.0      
6       	597   	0.0      
6       	601   	0.0      
6       	602   	0.0      
6       	603   	0.0      
6       	604   	0.0      
6       	607   	0.0      
6       	612   	0.0      
6       	625   	0.0      
6       	626   	0.0      
6       	627   	0.0      
6       	629   	0.0      
6       	630   	0.0      
6       	633   	0.0      
6       	637   	0.0      
6       	652   	0.0      
6       	653   	0.0      
6       	655   	0.0      
6       	656   	0.0      
6       	659   	0.0      
6       	660   	0.0      
6       	661   	0.0      
6       	665   	0.0      
6       	667   	0.0      
6       	668   	0.0      
6       	669   	0.0      
6       	672   	0.0      
6       	680   	0.0      
6       	682   	0.0      
6       	683   	0.0      
6       	686   	0.0      
6       	687   	0.0      
6       	690   	0.0      
6       	691   	0.0      
6       	692   	0.0      
6       	693   	0.0      
6       	696   	0.0      
6       	697   	0.0      
6       	699   	0.0      
6       	700   	0.0      
6       	701   	0.0      
6       	702   	0.0      
6       	705   	0.0      
6       	706   	0.0      
6       	719   	0.0      
6       	748   	0.0      
6       	749   	0.0      
6       	750   	0.0      
6       	751   	0.0      
6       	754   	0.0      
6       	757   	0.0      
6       	770   	0.0      
6       	771   	0.0      
6       	773   	0.0      
6       	774   	0.0      
6       	775   	0.0      
6       	784   	0.0      
6       	785   	0.0      
6       	789   	0.0      
6       	793   	0.0      
6       	794   	0.0      
6       	795   	0.0      
6       	797   	0.0      
6       	800   	0.0      
6       	803   	0.0      
6       	817   	0.0      
6       	818   	0.0      
6       	892   	0.0      
6       	895   	0.0      
6       	899   	0.0      
6       	900   	0.0      
6       	903   	0.0      
6       	906   	0.0      
6       	916   	0.0      
6       	917   	0.0      
6       	918   	0.0      
6       	920   	0.0      
6       	921   	0.0      
6       	922   	0.0      
6       	933   	0.0      
6       	939   	0.0      
6       	941   	0.0      
6       	942   	0.0      
6       	943   	0.0      
6       	944   	0.0      
6       	945   	0.0      
6       	949   	0.0      
6       	963   	0.0      
6       	967   	0.0      
6       	970   	0.0      
6       	975   	0.0      
6       	977   	0.0      
6       	979   	0.0      
6       	980   	0.0      
6       	981   	0.0      
6       	983   	0.0      
6       	985   	0.0      
6       	987   	0.0      
6       	988   	0.0      
6       	989   	0.0      
6       	990   	0.0      
6       	991   	0.0      
6       	993   	0.0      
6       	994   	0.0      
6       	998   	0.0      
6       	1002  	0.0      
6       	1003  	0.0      
6       	1007  	0.0      
6       	1009  	0.0      
6       	1010  	0.0      
6       	1014  	0.0      
6       	1024  	0.0      
6       	1064  	0.0      
6       	1072  	0.0      
6       	1073  	0.0      
6       	1084  	0.0      
6       	1085  	0.0      
6       	1086  	0.0      
6       	1093  	0.0      
6       	1105  	0.0      
6       	1108  	0.0      
6       	1124  	0.0      
6       	1128  	0.0      
6       	1139  	0.0      
6       	1141  	0.0      
6       	1142  	0.0      
6       	1143  	0.0      
6       	1144  	0.0      
6       	1148  	0.0      
6       	1149  	0.0      
6       	1157  	0.0      
6       	1164  	0.0      
6       	1165  	0.0      
6       	1166  	0.0      
6       	1179  	0.0      
6       	1180  	0.0      
6       	1181  	0.0      
6       	1189  	0.0      
6       	1193  	0.0      
6       	1194  	0.0      
6       	1201  	0.0      
6       	1202  	0.0      
